date,buy_price,sell_price
2017-12-08,36250,36410
2017-12-09,36190,36370
2017-12-10,36190,36370
2017-12-11,36270,36450
2017-12-12,36320,36500
2017-12-13,36300,36480
2017-12-14,36340,36520
2017-12-15,36330,36510
2017-12-16,36340,36520
2017-12-17,36340,36520
2017-12-18,36340,36520
2017-12-19,36360,36540
2017-12-20,36360,36540
2017-12-21,36300,36480
2017-12-22,36340,36520
2017-12-23,36400,36590
2017-12-24,36400,36590
2017-12-25,36390,36570
2017-12-26,36380,36560
2017-12-27,36400,36580
2017-12-28,36430,36610
2017-12-29,36420,36600
2017-12-30,36460,36640
2017-12-31,36460,36640
2018-01-01,36460,36640
2018-01-02,36570,36750
2018-01-03,36510,36690
2018-01-04,36460,36640
2018-01-05,36510,36690
2018-01-06,36510,36690
2018-01-07,36510,36690
2018-01-08,36420,36600
2018-01-09,36420,36600
2018-01-10,36420,36600
2018-01-11,36460,36640
2018-01-12,36610,36790
2018-01-13,36720,36920
2018-01-14,36720,36920
2018-01-15,36810,36990
2018-01-16,36670,36850
2018-01-17,36680,36860
2018-01-18,36570,36750
2018-01-19,36700,36880
2018-01-20,36680,36860
2018-01-21,36680,36860
2018-01-22,36680,36860
2018-01-23,36710,36890
2018-01-24,36840,37020
2018-01-25,37020,37200
2018-01-26,36990,37170
2018-01-27,36940,37120
2018-01-28,36940,37120
2018-01-29,36780,36960
2018-01-30,36650,36830
2018-01-31,36710,36890
2018-02-01,36710,36890
2018-02-02,36740,36920
2018-02-03,36670,36850
2018-02-04,36670,36850
2018-02-05,36660,36840
2018-02-06,36750,36930
2018-02-07,36640,36820
2018-02-08,36520,36700
2018-02-09,36590,36770
2018-02-10,36650,36850
2018-02-11,36730,36930
2018-02-12,36850,37100
2018-02-13,36900,37150
2018-02-14,36930,37180
2018-02-15,37050,37400
2018-02-16,37050,37400
2018-02-17,37050,37400
2018-02-18,37050,37400
2018-02-19,37050,37400
2018-02-20,37050,37400
2018-02-21,36930,37180
2018-02-22,36920,37100
2018-02-23,36950,37150
2018-02-24,36900,37150
2018-02-25,36900,37150
2018-02-26,36800,36980
2018-02-27,36730,36910
2018-02-28,36600,36780
2018-03-01,36510,36690
2018-03-02,36560,36740
2018-03-03,36640,36820
2018-03-04,36640,36820
2018-03-05,36720,36900
2018-03-06,36640,36820
2018-03-07,36680,36860
2018-03-08,36640,36820
2018-03-09,36590,36770
2018-03-10,36640,36820
2018-03-11,36640,36820
2018-03-12,36610,36790
2018-03-13,36560,36740
2018-03-14,36600,36780
2018-03-15,36570,36750
2018-03-16,36620,36800
2018-03-17,36570,36750
2018-03-18,36570,36750
2018-03-19,36500,36680
2018-03-20,36500,36680
2018-03-21,36500,36680
2018-03-22,36600,36780
2018-03-23,36650,36850
2018-03-24,36750,37050
2018-03-25,36750,37050
2018-03-26,36860,37040
2018-03-27,36880,37060
2018-03-28,36730,36910
2018-03-29,36550,36730
2018-03-30,36650,36830
2018-03-31,36650,36830
2018-04-01,36650,36830
2018-04-02,36640,36820
2018-04-03,36710,36890
2018-04-04,36770,36950
2018-04-05,36570,36750
2018-04-06,36600,36780
2018-04-07,36670,36850
2018-04-08,36670,36850
2018-04-09,36670,36850
2018-04-10,36670,36850
2018-04-11,36760,36940
2018-04-12,36860,37040
2018-04-13,36760,36940
2018-04-14,36990,37170
2018-04-15,36990,37170
2018-04-16,36840,37020
2018-04-17,36870,37050
2018-04-18,36820,37000
2018-04-19,36920,37100
2018-04-20,36780,36960
2018-04-21,36750,36930
2018-04-22,36750,36930
2018-04-23,36750,36930
2018-04-24,36670,36850
2018-04-25,36700,36900
2018-04-26,36630,36810
2018-04-27,36570,36750
2018-04-28,36700,36900
2018-04-29,36700,36900
2018-04-30,36700,36900
2018-05-01,36700,36900
2018-05-02,36570,36750
2018-05-03,36600,36780
2018-05-04,36590,36770
2018-05-05,36600,36780
2018-05-06,36600,36780
2018-05-07,36560,36740
2018-05-08,36550,36730
2018-05-09,36520,36700
2018-05-10,36560,36740
2018-05-11,36620,36800
2018-05-12,36620,36800
2018-05-13,36620,36800
2018-05-14,36630,36810
2018-05-15,36550,36730
2018-05-16,36510,36690
2018-05-17,36500,36680
2018-05-18,36490,36660
2018-05-19,36520,36700
2018-05-20,36520,36700
2018-05-21,36510,36690
2018-05-22,36520,36700
2018-05-23,36510,36690
2018-05-24,36520,36700
2018-05-25,36570,36750
2018-05-26,36550,36730
2018-05-27,36550,36730
2018-05-28,36520,36700
2018-05-29,36570,36750
2018-05-30,36510,36690
2018-05-31,36560,36740
2018-06-01,36540,36720
2018-06-02,36530,36710
2018-06-03,36530,36710
2018-06-04,36520,36700
2018-06-05,36530,36710
2018-06-06,36570,36750
2018-06-07,36550,36730
2018-06-08,36560,36740
2018-06-09,36590,36770
2018-06-10,36590,36770
2018-06-11,36780,36960
2018-06-12,36860,37040
2018-06-13,36890,37070
2018-06-14,36820,37020
2018-06-15,36790,36970
2018-06-16,36720,36950
2018-06-17,36720,36950
2018-06-18,36720,36920
2018-06-19,36800,36980
2018-06-20,36730,36910
2018-06-21,36660,36840
2018-06-22,36790,36970
2018-06-23,36790,36970
2018-06-24,36790,36970
2018-06-25,36740,36920
2018-06-26,36680,36860
2018-06-27,36670,36850
2018-06-28,36620,36800
2018-06-29,36600,36780
2018-06-30,36630,36810
2018-07-01,36630,36810
2018-07-02,36670,36850
2018-07-03,36690,36870
2018-07-04,36720,36900
2018-07-05,36710,36890
2018-07-06,36720,36900
2018-07-07,36750,36930
2018-07-08,36750,36930
2018-07-09,36840,37020
2018-07-10,36840,37020
2018-07-11,36820,37000
2018-07-12,36780,36960
2018-07-13,36830,37010
2018-07-14,36860,37040
2018-07-15,36860,37040
2018-07-16,36780,36960
2018-07-17,36780,36960
2018-07-18,36580,36760
2018-07-19,36560,36740
2018-07-20,36650,36830
2018-07-21,36740,36920
2018-07-22,36740,36920
2018-07-23,36740,36920
2018-07-24,36740,36920
2018-07-25,36790,36970
2018-07-26,36720,36900
2018-07-27,36700,36880
2018-07-28,36740,36920
2018-07-29,36740,36920
2018-07-30,36720,36900
2018-07-31,36660,36840
2018-08-01,36650,36830
2018-08-02,36600,36780
2018-08-03,36630,36810
2018-08-04,36670,36850
2018-08-05,36670,36850
2018-08-06,36670,36850
2018-08-07,36690,36870
2018-08-08,36680,36860
2018-08-09,36610,36790
2018-08-10,36640,36820
2018-08-11,36650,36840
2018-08-12,36650,36840
2018-08-13,36610,36790
2018-08-14,36580,36760
2018-08-15,36550,36730
2018-08-16,36570,36750
2018-08-17,36560,36740
2018-08-18,36620,36800
2018-08-19,36620,36800
2018-08-20,36620,36800
2018-08-21,36570,36750
2018-08-22,36580,36760
2018-08-23,36560,36740
2018-08-24,36550,36730
2018-08-25,36670,36850
2018-08-26,36670,36850
2018-08-27,36620,36800
2018-08-28,36610,36790
2018-08-29,36570,36750
2018-08-30,36570,36750
2018-08-31,36580,36760
2018-09-01,36600,36780
2018-09-02,36600,36780
2018-09-03,36600,36780
2018-09-04,36540,36720
2018-09-05,36570,36750
2018-09-06,36610,36790
2018-09-07,36590,36770
2018-09-08,36590,36770
2018-09-09,36590,36770
2018-09-10,36520,36700
2018-09-11,36520,36700
2018-09-12,36530,36700
2018-09-13,36530,36710
2018-09-14,36540,36710
2018-09-15,36520,36700
2018-09-16,36520,36700
2018-09-17,36530,36710
2018-09-18,36520,36690
2018-09-19,36520,36680
2018-09-20,36530,36680
2018-09-21,36550,36710
2018-09-22,36520,36690
2018-09-23,36520,36690
2018-09-24,36480,36640
2018-09-25,36420,36580
2018-09-26,36410,36560
2018-09-27,36350,36510
2018-09-28,36320,36470
2018-09-29,36340,36500
2018-09-30,36340,36500
2018-10-01,36340,36500
2018-10-02,36360,36520
2018-10-03,36380,36530
2018-10-04,36370,36520
2018-10-05,36380,36530
2018-10-06,36390,36540
2018-10-07,36390,36540
2018-10-08,36380,36530
2018-10-09,36370,36520
2018-10-10,36350,36500
2018-10-11,36400,36550
2018-10-12,36470,36620
2018-10-13,36480,36630
2018-10-14,36480,36630
2018-10-15,36530,36690
2018-10-16,36470,36620
2018-10-17,36510,36660
2018-10-18,36500,36650
2018-10-19,36490,36640
2018-10-20,36500,36650
2018-10-21,36500,36650
2018-10-22,36460,36610
2018-10-23,36510,36660
2018-10-24,36480,36630
2018-10-25,36470,36620
2018-10-26,36490,36650
2018-10-27,36480,36630
2018-10-28,36480,36630
2018-10-29,36440,36590
2018-10-30,36360,36510
2018-10-31,36340,36490
2018-11-01,36410,36560
2018-11-02,36470,36620
2018-11-03,36470,36620
2018-11-04,36470,36620
2018-11-05,36450,36600
2018-11-06,36380,36530
2018-11-07,36430,36580
2018-11-08,36390,36540
2018-11-09,36360,36510
2018-11-10,36350,36500
2018-11-11,36350,36500
2018-11-12,36320,36470
2018-11-13,36330,36480
2018-11-14,36360,36510
2018-11-15,36450,36600
2018-11-16,36490,36640
2018-11-17,36540,36690
2018-11-18,36540,36690
2018-11-19,36500,36650
2018-11-20,36490,36640
2018-11-21,36450,36600
2018-11-22,36420,36580
2018-11-23,36430,36580
2018-11-24,36400,36550
2018-11-25,36400,36550
2018-11-26,36400,36550
2018-11-27,36340,36490
2018-11-28,36300,36450
2018-11-29,36350,36500
2018-11-30,36370,36520
2018-12-01,36370,36520
2018-12-02,36370,36520
2018-12-03,36370,36520
2018-12-04,36370,36520
2018-12-05,36320,36470
2018-12-06,36280,36430
2018-12-07,36280,36430
2018-12-08,36320,36500
2018-12-09,36320,36500
2018-12-10,36380,36540
2018-12-11,36320,36520
2018-12-12,36260,36420
2018-12-13,36210,36370
2018-12-14,36250,36410
2018-12-15,36290,36450
2018-12-16,36290,36450
2018-12-17,36290,36450
2018-12-18,36310,36470
2018-12-19,36270,36430
2018-12-20,36240,36420
2018-12-21,36280,36450
2018-12-22,36250,36430
2018-12-23,36250,36430
2018-12-24,36280,36460
2018-12-25,36270,36450
2018-12-26,36270,36450
2018-12-27,36280,36470
2018-12-28,36360,36560
2018-12-29,36360,36600
2018-12-30,36360,36600
2018-12-31,36360,36600
2019-01-01,36360,36600
2019-01-02,36500,36700
2019-01-03,36590,36790
2019-01-04,36620,36820
2019-01-05,36550,36750
2019-01-06,36550,36750
2019-01-07,36630,36830
2019-01-08,36540,36740
2019-01-09,36500,36680
2019-01-10,36560,36760
2019-01-11,36560,36760
2019-01-12,36560,36760
2019-01-13,36560,36760
2019-01-14,36560,36760
2019-01-15,36530,36730
2019-01-16,36490,36690
2019-01-17,36500,36800
2019-01-18,36570,36790
2019-01-19,36540,36740
2019-01-20,36540,36740
2019-01-21,36500,36700
2019-01-22,36350,36530
2019-01-23,36390,36590
2019-01-24,36380,36580
2019-01-25,36450,36650
2019-01-26,36620,36840
2019-01-27,36620,36840
2019-01-28,36680,36880
2019-01-29,36660,36880
2019-01-30,36730,36930
2019-01-31,36800,37050
2019-02-01,36950,37150
2019-02-02,36950,37150
2019-02-03,36950,37150
2019-02-04,36950,37150
2019-02-05,36950,37150
2019-02-06,36950,37150
2019-02-07,36950,37150
2019-02-08,36950,37150
2019-02-09,36950,37150
2019-02-10,36950,37150
2019-02-11,36950,37250
2019-02-12,37000,37200
2019-02-13,36850,37050
2019-02-14,36600,37350
2019-02-15,36650,36850
2019-02-16,36750,37000
2019-02-17,36750,37000
2019-02-18,36800,37000
2019-02-19,36800,37000
2019-02-20,36960,37160
2019-02-21,36950,37150
2019-02-22,36800,37000
2019-02-23,36950,37150
2019-02-24,36950,37150
2019-02-25,36920,37120
2019-02-26,36890,37090
2019-02-27,36890,37090
2019-02-28,36820,37020
2019-03-01,36680,36880
2019-03-02,36490,36690
2019-03-03,36490,36690
2019-03-04,36400,36600
2019-03-05,36450,36620
2019-03-06,36450,36630
2019-03-07,36460,36630
2019-03-08,36470,36640
2019-03-09,36520,36690
2019-03-10,36520,36690
2019-03-11,36490,36670
2019-03-12,36480,36660
2019-03-13,36570,36730
2019-03-14,36530,36700
2019-03-15,36480,36630
2019-03-16,36490,36670
2019-03-17,36490,36670
2019-03-18,36500,36670
2019-03-19,36530,36700
2019-03-20,36520,36700
2019-03-21,36670,36850
2019-03-22,36570,36750
2019-03-23,36590,36770
2019-03-24,36590,36770
2019-03-25,36620,36800
2019-03-26,36630,36800
2019-03-27,36630,36800
2019-03-28,36630,36800
2019-03-29,36430,36610
2019-03-30,36430,36610
2019-03-31,36430,36610
2019-04-01,36370,36540
2019-04-02,36340,36500
2019-04-03,36380,36510
2019-04-04,36380,36510
2019-04-05,36330,36480
2019-04-06,36330,36480
2019-04-07,36330,36480
2019-04-08,36370,36520
2019-04-09,36410,36560
2019-04-10,36400,36560
2019-04-11,36450,36620
2019-04-12,36340,36490
2019-04-13,36350,36500
2019-04-14,36350,36500
2019-04-15,36350,36500
2019-04-16,36300,36450
2019-04-17,36190,36360
2019-04-18,36190,36360
2019-04-19,36210,36360
2019-04-20,36230,36400
2019-04-21,36230,36400
2019-04-22,36250,36400
2019-04-23,36140,36310
2019-04-24,36110,36280
2019-04-25,36180,36350
2019-04-26,36240,36420
2019-04-27,36320,36500
2019-04-28,36320,36500
2019-04-29,36320,36500
2019-04-30,36320,36500
2019-05-01,36320,36500
2019-05-02,36140,36300
2019-05-03,36140,36300
2019-05-04,36190,36350
2019-05-05,36190,36350
2019-05-06,36200,36380
2019-05-07,36170,36350
2019-05-08,36210,36390
2019-05-09,36170,36350
2019-05-10,36180,36360
2019-05-11,36280,36450
2019-05-12,36280,36450
2019-05-13,36200,36370
2019-05-14,36400,36570
2019-05-15,36330,36500
2019-05-16,36340,36510
2019-05-17,36260,36430
2019-05-18,36250,36420
2019-05-19,36250,36420
2019-05-20,36230,36400
2019-05-21,36150,36320
2019-05-22,36150,36320
2019-05-23,36150,36320
2019-05-24,36250,36420
2019-05-25,36280,36450
2019-05-26,36280,36450
2019-05-27,36280,36450
2019-05-28,36240,36410
2019-05-29,36190,36360
2019-05-30,36170,36340
2019-05-31,36300,36470
2019-06-01,36490,36670
2019-06-02,36490,36670
2019-06-03,36620,36800
2019-06-04,36900,37100
2019-06-05,36850,37050
2019-06-06,36930,37150
2019-06-07,37000,37250
2019-06-08,37120,37400
2019-06-09,37120,37400
2019-06-10,37020,37240
2019-06-11,36960,37150
2019-06-12,37110,37330
2019-06-13,37170,37380
2019-06-14,37400,37790
2019-06-15,37400,37650
2019-06-16,37400,37650
2019-06-17,37300,37550
2019-06-18,37400,37650
2019-06-19,37450,37670
2019-06-20,38100,38550
2019-06-21,38350,38750
2019-06-22,38600,39150
2019-06-23,38600,39150
2019-06-24,38500,38900
2019-06-25,39050,39500
2019-06-26,38650,39100
2019-06-27,38500,38900
2019-06-28,38500,38950
2019-06-29,38500,38950
2019-06-30,38500,38950
2019-07-01,38100,38400
2019-07-02,38110,38460
2019-07-03,38800,39250
2019-07-04,38650,39100
2019-07-05,38650,39100
2019-07-06,38400,38950
2019-07-07,38400,38950
2019-07-08,38600,39050
2019-07-09,38500,38900
2019-07-10,38500,38900
2019-07-11,38900,39400
2019-07-12,38700,39200
2019-07-13,38970,39320
2019-07-14,38970,39320
2019-07-15,38970,39300
2019-07-16,38950,39250
2019-07-17,38950,39250
2019-07-18,39150,39500
2019-07-19,39650,40150
2019-07-20,39300,39800
2019-07-21,39300,39800
2019-07-22,39300,39800
2019-07-23,39300,39800
2019-07-24,39300,39800
2019-07-25,39300,39800
2019-07-26,39300,39750
2019-07-27,39300,39750
2019-07-28,39300,39750
2019-07-29,39350,39800
2019-07-30,39350,39800
2019-07-31,39400,39850
2019-08-01,39200,39500
2019-08-02,39450,39950
2019-08-03,39450,39950
2019-08-04,39450,39950
2019-08-05,40100,40500
2019-08-06,40350,40850
2019-08-07,41150,41650
2019-08-08,41650,42150
2019-08-09,41900,42400
2019-08-10,41550,42000
2019-08-11,41550,42000
2019-08-12,41300,41700
2019-08-13,41800,42300
2019-08-14,41200,41600
2019-08-15,41400,41900
2019-08-16,41600,42050
2019-08-17,41500,41950
2019-08-18,41500,41950
2019-08-19,41500,41950
2019-08-20,41400,41750
2019-08-21,41200,41600
2019-08-22,41300,41700
2019-08-23,41400,41750
2019-08-24,41900,42400
2019-08-25,41900,42400
2019-08-26,42350,42750
2019-08-27,42250,42700
2019-08-28,42400,42800
2019-08-29,42500,42900
2019-08-30,42350,42700
2019-08-31,42350,42700
2019-09-01,42350,42700
2019-09-02,42350,42700
2019-09-03,42200,42500
2019-09-04,42400,42800
2019-09-05,42500,42900
2019-09-06,42150,42550
2019-09-07,42100,42400
2019-09-08,42100,42400
2019-09-09,41750,42100
2019-09-10,41350,41750
2019-09-11,41350,41750
2019-09-12,41550,41950
2019-09-13,41750,42150
2019-09-14,41500,41900
2019-09-15,41500,41900
2019-09-16,41600,41950
2019-09-17,41500,41850
2019-09-18,41600,41950
2019-09-19,41600,41900
2019-09-20,41700,42050
2019-09-21,41850,42200
2019-09-22,41850,42200
2019-09-23,41960,42260
2019-09-24,42000,42350
2019-09-25,42230,42580
2019-09-26,42000,42300
2019-09-27,41750,42100
2019-09-28,41750,42100
2019-09-29,41750,42100
2019-09-30,41450,41800
2019-10-01,41000,41300
2019-10-02,41150,41500
2019-10-03,41550,41850
2019-10-04,41750,42100
2019-10-05,41750,42100
2019-10-06,41750,42100
2019-10-07,41700,42000
2019-10-08,41600,41950
2019-10-09,41700,42000
2019-10-10,41780,42100
2019-10-11,41700,42000
2019-10-12,41550,41850
2019-10-13,41550,41850
2019-10-14,41450,41750
2019-10-15,41500,41800
2019-10-16,41400,41700
2019-10-17,41450,41750
2019-10-18,41450,41750
2019-10-19,41450,41750
2019-10-20,41450,41750
2019-10-21,41500,41800
2019-10-22,41400,41700
2019-10-23,41550,41820
2019-10-24,41450,41750
2019-10-25,41650,41950
2019-10-26,41650,41950
2019-10-27,41650,41950
2019-10-28,41700,42000
2019-10-29,41580,41880
2019-10-30,41550,41850
2019-10-31,41600,41900
2019-11-01,41850,42150
2019-11-02,41900,42200
2019-11-03,41900,42200
2019-11-04,41870,42170
2019-11-05,41700,42000
2019-11-06,41470,41770
2019-11-07,41560,41860
2019-11-08,41380,41680
2019-11-09,41150,41450
2019-11-10,41150,41450
2019-11-11,41250,41500
2019-11-12,41050,41300
2019-11-13,41150,41400
2019-11-14,41200,41450
2019-11-15,41240,41490
2019-11-16,41240,41490
2019-11-17,41240,41490
2019-11-18,41230,41460
2019-11-19,41270,41500
2019-11-20,41400,41650
2019-11-21,41350,41600
2019-11-22,41300,41550
2019-11-23,41300,41550
2019-11-24,41300,41550
2019-11-25,41240,41490
2019-11-26,41100,41320
2019-11-27,41210,41420
2019-11-28,41100,41320
2019-11-29,41120,41350
2019-11-30,41250,41450
2019-12-01,41250,41450
2019-12-02,41220,41420
2019-12-03,41190,41390
2019-12-04,41430,41650
2019-12-05,41380,41600
2019-12-06,41330,41550
2019-12-07,41150,41400
2019-12-08,41150,41400
2019-12-09,41150,41400
2019-12-10,41150,41400
2019-12-11,41150,41400
2019-12-12,41250,41500
2019-12-13,41250,41500
2019-12-14,41250,41500
2019-12-15,41250,41500
2019-12-16,41360,41580
2019-12-17,41390,41610
2019-12-18,41390,41610
2019-12-19,41420,41650
2019-12-20,41420,41650
2019-12-21,41420,41650
2019-12-22,41420,41650
2019-12-23,41470,41700
2019-12-24,41630,41850
2019-12-25,41840,42090
2019-12-26,41900,42200
2019-12-27,42050,42390
2019-12-28,42050,42390
2019-12-29,42050,42390
2019-12-30,42150,42550
2019-12-31,42300,42800
2020-01-01,42300,42800
2020-01-02,42300,42800
2020-01-03,42600,43000
2020-01-04,42900,43300
2020-01-05,42900,43300
2020-01-06,43850,44300
2020-01-07,43600,44000
2020-01-08,44050,44550
2020-01-09,43050,43500
2020-01-10,42950,43400
2020-01-11,43200,43650
2020-01-12,43200,43650
2020-01-13,42950,43350
2020-01-14,42950,43300
2020-01-15,43000,43400
2020-01-16,42950,43350
2020-01-17,43000,43400
2020-01-18,43000,43400
2020-01-19,43000,43400
2020-01-20,43450,43850
2020-01-21,43650,44050
2020-01-22,43300,43800
2020-01-23,43600,44000
2020-01-24,43600,44000
2020-01-25,43600,44000
2020-01-26,43600,44000
2020-01-27,43700,44150
2020-01-28,43800,44250
2020-01-29,43600,44200
2020-01-30,43900,44600
2020-01-31,43900,44600
2020-02-01,44200,44850
2020-02-02,44200,44950
2020-02-03,43800,44600
2020-02-04,43650,44150
2020-02-05,43250,43750
2020-02-06,43250,43750
2020-02-07,43450,43950
2020-02-08,43500,44050
2020-02-09,43500,44050
2020-02-10,43800,44250
2020-02-11,43800,44200
2020-02-12,43850,44250
2020-02-13,43850,44250
2020-02-14,43900,44350
2020-02-15,44000,44400
2020-02-16,44000,44400
2020-02-17,44000,44400
2020-02-18,44150,44540
2020-02-19,44600,45050
2020-02-20,44630,45000
2020-02-21,44950,45550
2020-02-22,45100,45900
2020-02-23,45100,45900
2020-02-24,47000,49200
2020-02-25,45800,47300
2020-02-26,45800,46900
2020-02-27,45700,46700
2020-02-28,45500,46550
2020-02-29,44700,45800
2020-03-01,44700,45800
2020-03-02,45500,46350
2020-03-03,45500,46350
2020-03-04,46050,46950
2020-03-05,46050,46950
2020-03-06,46500,47200
2020-03-07,46500,47200
2020-03-08,46500,47400
2020-03-09,46950,47850
2020-03-10,46700,47600
2020-03-11,46700,47500
2020-03-12,46450,47250
2020-03-13,45200,46500
2020-03-14,45100,46600
2020-03-15,45100,46600
2020-03-16,45200,46800
2020-03-17,45100,46200
2020-03-18,45300,46300
2020-03-19,45400,46400
2020-03-20,45700,46800
2020-03-21,45700,46800
2020-03-22,45700,46800
2020-03-23,45700,46600
2020-03-24,46100,47000
2020-03-25,46300,47300
2020-03-26,46300,47300
2020-03-27,46800,47950
2020-03-28,46800,47950
2020-03-29,46800,47950
2020-03-30,47150,48350
2020-03-31,47000,48300
2020-04-01,47000,48300
2020-04-02,47000,48300
2020-04-03,46800,48100
2020-04-04,46800,48100
2020-04-05,46800,48100
2020-04-06,46600,47900
2020-04-07,46900,48200
2020-04-08,46700,47900
2020-04-09,46700,47900
2020-04-10,47000,48200
2020-04-11,47000,48200
2020-04-12,47000,48200
2020-04-13,47000,48200
2020-04-14,47300,48600
2020-04-15,47300,48600
2020-04-16,47200,48400
2020-04-17,47200,48400
2020-04-18,47200,48400
2020-04-19,47200,48400
2020-04-20,47200,48300
2020-04-21,47200,48050
2020-04-22,47200,48050
2020-04-23,47400,48300
2020-04-24,47500,48400
2020-04-25,47300,48450
2020-04-26,47300,48450
2020-04-27,47700,48500
2020-04-28,47600,48350
2020-04-29,47800,48600
2020-04-30,47800,48600
2020-05-01,47800,48600
2020-05-02,47800,48600
2020-05-03,47800,48600
2020-05-04,47800,48600
2020-05-05,47800,48400
2020-05-06,47800,48400
2020-05-07,47600,48200
2020-05-08,47800,48400
2020-05-09,47800,48400
2020-05-10,47800,48400
2020-05-11,47800,48400
2020-05-12,47800,48180
2020-05-13,47850,48250
2020-05-14,48150,48450
2020-05-15,48320,48640
2020-05-16,48320,48640
2020-05-17,48320,48640
2020-05-18,48900,49350
2020-05-19,48550,48950
2020-05-20,48600,48980
2020-05-21,48500,48850
2020-05-22,48500,48800
2020-05-23,48500,48900
2020-05-24,48500,48900
2020-05-25,48450,48800
2020-05-26,48500,48800
2020-05-27,48350,48650
2020-05-28,48400,48730
2020-05-29,48400,48730
2020-05-30,48500,48820
2020-05-31,48500,48820
2020-06-01,48700,49030
2020-06-02,48650,48920
2020-06-03,48550,48800
2020-06-04,48420,48720
2020-06-05,48500,48800
2020-06-06,48300,48600
2020-06-07,48300,48600
2020-06-08,48300,48550
2020-06-09,48320,48550
2020-06-10,48450,48700
2020-06-11,48550,48800
2020-06-12,48500,48750
2020-06-13,48500,48750
2020-06-14,48500,48750
2020-06-15,48430,48680
2020-06-16,48470,48720
2020-06-17,48300,48550
2020-06-18,48400,48650
2020-06-19,48360,48610
2020-06-20,48500,48900
2020-06-21,48500,48900
2020-06-22,48630,48880
2020-06-23,48680,48950
2020-06-24,48950,49270
2020-06-25,48840,49150
2020-06-26,48850,49100
2020-06-27,48950,49250
2020-06-28,48950,49250
2020-06-29,49000,49300
2020-06-30,49070,49370
2020-07-01,49400,49800
2020-07-02,49200,49500
2020-07-03,49450,49700
2020-07-04,49500,49850
2020-07-05,49500,49850
2020-07-06,49650,49920
2020-07-07,49750,50080
2020-07-08,49900,50180
2020-07-09,50250,50600
2020-07-10,50100,50450
2020-07-11,50100,50450
2020-07-12,50100,50450
2020-07-13,50230,50530
2020-07-14,50180,50420
2020-07-15,50300,50600
2020-07-16,50350,50600
2020-07-17,50450,50650
2020-07-18,50450,50700
2020-07-19,50450,50700
2020-07-20,50600,50850
2020-07-21,51180,51470
2020-07-22,52100,52750
2020-07-23,53350,54500
2020-07-24,53700,55000
2020-07-25,53550,54900
2020-07-26,53550,54900
2020-07-27,55250,56700
2020-07-28,55200,57200
2020-07-29,56300,57600
2020-07-30,56400,57500
2020-07-31,56500,57700
2020-08-01,56500,57700
2020-08-02,56500,57700
2020-08-03,56900,57900
2020-08-04,56800,57800
2020-08-05,58000,58800
2020-08-06,59600,61000
2020-08-07,60100,61900
2020-08-08,58200,60200
2020-08-09,58200,60200
2020-08-10,56500,57700
2020-08-11,53000,55650
2020-08-12,53200,56200
2020-08-13,53400,55600
2020-08-14,54800,56300
2020-08-15,54300,56100
2020-08-16,54300,56100
2020-08-17,55300,56500
2020-08-18,56500,58000
2020-08-19,55800,57000
2020-08-20,55100,56400
2020-08-21,55300,56500
2020-08-22,55100,56200
2020-08-23,55100,56200
2020-08-24,55400,56400
2020-08-25,55200,56100
2020-08-26,54950,55800
2020-08-27,55500,56200
2020-08-28,55600,56600
2020-08-29,55700,56700
2020-08-30,55700,56700
2020-08-31,56450,57200
2020-09-01,56850,57550
2020-09-02,56300,57300
2020-09-03,56000,56700
2020-09-04,56000,56700
2020-09-05,55900,56700
2020-09-06,55900,56700
2020-09-07,55900,56450
2020-09-08,55600,56200
2020-09-09,55750,56250
2020-09-10,56150,56600
2020-09-11,56150,56600
2020-09-12,56100,56550
2020-09-13,56100,56550
2020-09-14,56100,56450
2020-09-15,56300,56650
2020-09-16,56300,56700
2020-09-17,56000,56400
2020-09-18,56150,56550
2020-09-19,56100,56500
2020-09-20,56100,56500
2020-09-21,56050,56500
2020-09-22,55800,56200
2020-09-23,55400,55850
2020-09-24,54500,55000
2020-09-25,55100,56000
2020-09-26,54950,55550
2020-09-27,54950,55550
2020-09-28,54650,55300
2020-09-29,55100,55600
2020-09-30,55150,55550
2020-10-01,55600,56000
2020-10-02,56100,56500
2020-10-03,56000,56450
2020-10-04,56000,56450
2020-10-05,55800,56300
2020-10-06,55950,56400
2020-10-07,55700,56150
2020-10-08,55650,56150
2020-10-09,55750,56300
2020-10-10,55900,56400
2020-10-11,55900,56400
2020-10-12,55850,56350
2020-10-13,55950,56450
2020-10-14,55850,56250
2020-10-15,55750,56250
2020-10-16,55850,56250
2020-10-17,55800,56200
2020-10-18,55800,56200
2020-10-19,55900,56300
2020-10-20,55950,56350
2020-10-21,56050,56400
2020-10-22,55950,56350
2020-10-23,55950,56350
2020-10-24,55900,56300
2020-10-25,55900,56300
2020-10-26,55950,56300
2020-10-27,55950,56300
2020-10-28,55950,56300
2020-10-29,55800,56200
2020-10-30,55850,56300
2020-10-31,55950,56350
2020-11-01,55950,56350
2020-11-02,56100,56450
2020-11-03,56250,56700
2020-11-04,55900,56400
2020-11-05,56000,56500
2020-11-06,56200,56700
2020-11-07,56200,56750
2020-11-08,56200,56750
2020-11-09,56300,56900
2020-11-10,55850,56400
2020-11-11,55900,56400
2020-11-12,55900,56350
2020-11-13,55900,56300
2020-11-14,55900,56400
2020-11-15,55900,56400
2020-11-16,55950,56400
2020-11-17,55850,56300
